-165,65.5, PERMA ,1270,19.33,8.6,17.12,15.43,11.53,0.93,0.95,1.86,1.52,1.15, CN , NAMERICA 
-165,66, PERMA ,1245,19.33,8.6,17.12,15.43,11.53,0.93,0.95,1.86,1.52,1.15, CN , NAMERICA 
-165,67.5, PERMA ,1171,39.2,38.35,36.66,36.83,37.61,2.27,2.35,2.42,2.28,2.32, CN , NAMERICA 
-165,68, PERMA ,1146,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-165,68.5, PERMA ,1120,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-164.5,65, PERMA ,1294,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-164.5,65.5, PERMA ,1270,19.33,8.6,17.12,15.43,11.53,0.93,0.95,1.86,1.52,1.15, CN , NAMERICA 
-164.5,66, PERMA ,1245,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-164.5,67.5, PERMA ,1171,39.2,38.35,36.66,36.83,37.61,2.27,2.35,2.42,2.28,2.32, CN , NAMERICA 
-164.5,68, PERMA ,1146,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-164.5,68.5, PERMA ,1120,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-164,65, PERMA ,1294,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-164,65.5, PERMA ,1270,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-164,67, PERMA ,1195,33.4,21.7,17.12,11.92,12.25,1.43,1.2,0.92,0.75,0.74, CN , NAMERICA 
-164,67.5, PERMA ,1171,32.23,20.35,16.98,13.57,13.32,2.23,1.45,1.3,1.15,1.13, CN , NAMERICA 
-164,68, PERMA ,1146,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-164,68.5, PERMA ,1120,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-163.5,65, PERMA ,1294,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-163.5,65.5, PERMA ,1270,19.33,8.6,17.12,15.43,11.53,0.93,0.95,1.86,1.52,1.15, CN , NAMERICA 
-163.5,67, PERMA ,1195,30.23,15.35,14.8,8.89,7.43,1.3,0.95,0.74,0.68,0.71, CN , NAMERICA 
-163.5,67.5, PERMA ,1171,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-163.5,68, PERMA ,1146,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-163.5,68.5, PERMA ,1120,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-163.5,69, PERMA ,1095,32.23,20.4,17.02,13.61,13.35,2.23,1.45,1.3,1.15,1.14, CN , NAMERICA 
-163,65, PERMA ,1294,35.33,35.85,27.72,20.64,19.89,1.73,1.8,1.26,0.95,0.92, CN , NAMERICA 
-163,65.5, PERMA ,1270,19.33,8.6,17.12,15.43,11.53,0.93,0.95,1.86,1.52,1.15, CN , NAMERICA 
